"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2906403BoneMarrowcKit3_4897";"GSM2906403BoneMarrowcKit3";622;437;"GSM2906403BoneMarrowcKit3";"GSE107727";25,4361946839538;21,4242852856285;0,111196944349953;0,489456058686429;0;0;0,204281830960532;0,978912117372858;0,986774991616818;0,0680939436535106;0,104370715180858;0,376313965241432;0;0;0,174645610665195;0,984631357755471;0,981306762925316;0,0808452083454443;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0665526586140734;-0,0652873936977277;"G1";"3";"10";FALSE;"11_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_3338";"GSM2906403BoneMarrowcKit3";880;594;"GSM2906403BoneMarrowcKit3";"GSE107727";30,3150127824482;25,0998007960223;0,0737610765183126;0,445018369612659;0;0;0,171405252572253;0,985200608703954;0,980772718388933;0,0933012017855322;0,0890870806374748;0,335705842514563;0;0;0,159363814577919;0,9872199221061;0,974272215146439;0,105409255338946;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0557132453673732;-0,00341580333373825;"G1";"6";"10";FALSE;"11_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_5852";"GSM2906403BoneMarrowcKit3";553;396;"GSM2906403BoneMarrowcKit3";"GSE107727";24,2280828791714;20,5426385841741;0,116741681083556;0,424946133473813;0;0;0,165097668682599;0,986277222587833;0,976730979930004;0,101101261498861;0,0973584767022471;0,370730034248426;0;0;0,146037715053371;0,989279023219431;0,972367024498339;0,119239295027575;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0537306077732429;-0,0455203029488432;"G1";"6";"10";FALSE;"11_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_4491";"GSM2906403BoneMarrowcKit3";686;488;"GSM2906403BoneMarrowcKit3";"GSE107727";26,5329983228432;22,4276614920058;0,0652791209833867;0,439524536495766;0;0;0,188444590361102;0,982083823491476;0,989289230618721;0,0652791209833867;0,0630566661119432;0,351084658416949;0;0;0,183840193374031;0,98295614515613;0,986992943025686;0,0630566661119432;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,101868011428846;-0,0242206067299496;"S";"3";"10";FALSE;"11_GSM2906403BoneMarrowcKit3"
"mmMarrow_2907";"mmMarrow";2007740;3879;"mmMarrow";"GSE107727";1934,24998384387;66,7682559304944;0;0,207378018739582;0,000516996256095469;0,000516996256095469;0,130985875970941;0,991384099635957;0,732557060157017;0,0626013942233791;0;0,138082750984097;0,0149771771939198;0,0149771771939198;0,173373360461005;0,984742282044272;0,933163478744165;0,113075208121807;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0340484880284777;-0,0847248453468934;"G1";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_5332";"mmMarrow";215205;3166;"mmMarrow";"GSE107727";529,257026405885;60,0499791840097;0;0,324214005802956;0;0,0263846096453329;0,145634122637158;0,988986630191515;0,877065064223252;0,108999630669395;0;0,155326932329271;0;0,0235506087027866;0,163163403289601;0,986317936903047;0,937450312974303;0,109199680223172;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0639678809954441;-0,078829041630562;"S";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_1639";"mmMarrow";977;731;"mmMarrow";"GSE107727";37,6297754444536;28,3901391331568;0;0,187911507000707;0;0,0265747001726367;0,130188910980824;0,991133004580294;0,831495147785578;0,0797241005179101;0;0,192927042356577;0;0,0352234976838173;0,13179426029667;0,990651088004133;0,95364001614709;0,078762135226322;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0742209142844776;-0,0583299681794019;"G1";"7";"10";FALSE;"11_mmMarrow"
"mmMarrow_5201";"mmMarrow";957647;5101;"mmMarrow";"GSE107727";1196,44724079251;76,4198926981712;0;0,199864710166614;0,0107035630475298;0,00827407561243939;0,133224206225627;0,991051386431759;0,817959161280034;0,0861531015543692;0;0,121350844237938;0,0185058302549401;0,0185058302549401;0,156480993637767;0,98750758623755;0,934865018459738;0,109481968240725;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,153642715797223;0,142868993349514;"S";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_3642";"mmMarrow";1281586;5434;"mmMarrow";"GSE107727";1320,17612461368;78,8986691902975;0;0,21532542088414;0,00151494937888325;0,00479069057712848;0,157098862732655;0,987571261536048;0,857535286031523;0,0698685718830078;0;0,119570852447493;0,0126744850104896;0,0126744850104896;0,170517756321398;0,98527308509308;0,934480075789844;0,10976425998969;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0345497715811294;0,172174653633063;"G2M";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_1919";"mmMarrow";551667;4501;"mmMarrow";"GSE107727";873,429447637301;71,6519364706914;0;0,208027736393697;0,0102404057181655;0,00677339171366743;0,135554892764141;0,990746684179359;0,850431631453146;0,0922915677658037;0;0,128671253163745;0,0139563569284557;0,0139563569284557;0,165133842140318;0,986172416102409;0,936636890053928;0,10350311313818;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,183150593988373;0,00131525960600139;"S";"21";"10";FALSE;"11_mmMarrow"
"mmMarrow_560";"mmMarrow";292101;3047;"mmMarrow";"GSE107727";649,0639413802;58,6600375042499;0;0,205078374290876;0;0,0129820025978621;0,129719422188403;0,991465752870797;0,832784354071135;0,060126021666201;0;0,154370599191679;0;0,0170473808498256;0,154370599191679;0,987865934685149;0,941318027031838;0,106460859285096;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0656301577389506;-0,0751274602412978;"G1";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_3521";"mmMarrow";403999;3548;"mmMarrow";"GSE107727";796,027009592011;63,7416661219332;0;0,227479834973764;0;0;0,12325232625156;0,992375364503563;0,798476871987223;0,0826257574392253;0;0,141194928648141;0;0;0,170418835152826;0,985371716980528;0,934476521736945;0,115285176485542;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0430002368021842;-0,0742981636571022;"G1";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_2622";"mmMarrow";391651;3665;"mmMarrow";"GSE107727";769,699291931596;64,3739077577243;0;0,223214486760286;0;0,0132493808089561;0,147841727448214;0,988922280835712;0,813180098483981;0,0752532351757002;0;0,141523699531059;0;0,0269061001250316;0,16586034037603;0,985782130729914;0,940944444628081;0,107624400500126;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0559383690024292;-0,0932380400896788;"G1";"21";"10";FALSE;"34_mmMarrow"
"mmMarrow_2218";"mmMarrow";387084;4769;"mmMarrow";"GSE107727";729,223559685231;73,7224524822662;0;0,214855940530914;0;0,0168510816254328;0,145062230817836;0,989279025471685;0,853348855928926;0,0774037843635286;0;0,123577462121676;0;0,0234942103694328;0,16723301505608;0,985637428649283;0,937023414587288;0,0987502401799741;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,146118750567969;0,152681965116366;"G2M";"21";"10";FALSE;"11_mmMarrow"
"GSM2877127SIGAB1counts_3079";"GSM2877127SIGAB1counts";12591;3660;"GSM2877127SIGAB1counts";"GSE108097";114,551298552221;60,9590026165127;0,153205847481369;0,485579270106102;0,00872971334798207;0,0230966505356416;0,188448611388565;0,98181142058939;0,991466408601038;0,130362420258907;0,0544074648205774;0,153887549287195;0,0164044678731197;0,0164044678731197;0,179701941959529;0,983584315394351;0,993926659528252;0,110044515897021;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0673459402261201;0,0173693320592547;"S";"22";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_6698";"GSM2877127SIGAB1counts";19243;4632;"GSM2877127SIGAB1counts";"GSE108097";141,679215130519;68,6221538571911;0,157034999387813;0,562534421914064;0,00998179980789897;0,0211745949978358;0,188071518919705;0,981927054468871;0,991620348298515;0,128993281517412;0,05048080569355;0,13592372912835;0,0206087026256302;0,0145725533780401;0,17547677975617;0,984375711024225;0,993074339978066;0,116580427024321;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00729357613420049;-0,0136415935332369;"G1";"22";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_5346";"GSM2877127SIGAB1counts";7990;2938;"GSM2877127SIGAB1counts";"GSE108097";91,1098238391448;54,5527267879434;0,165001925642117;0,543050852504824;0,0109757648282309;0,0109757648282309;0,183987345248692;0,982867330505381;0,99486696087819;0,101191551786667;0,0635000635000953;0,17097915360576;0,0183308893776692;0,0183308893776692;0,173902085910063;0,984592323254022;0,995622137590469;0,0934695626382458;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00305442014683319;-0,07745232073826;"G1";"22";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_6495";"GSM2877127SIGAB1counts";7802;2835;"GSM2877127SIGAB1counts";"GSE108097";90,5483296367194;53,6563137011852;0,179100760944908;0,5291825304242;0;0,0156183285550041;0,186441241753046;0,982341962448276;0,991794607507478;0,127363614999189;0,0645609319050413;0,172833686397857;0;0,0186371357072543;0,16459872579977;0,986184524639137;0,994426985516855;0,103767180016078;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0202900898987519;-0,0834135107678802;"S";"8";"11";FALSE;"21_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_2245";"GSM2877127SIGAB1counts";8045;2882;"GSM2877127SIGAB1counts";"GSE108097";91,4877040918614;54,0832691319598;0,147864124395183;0,551743191695049;0;0,0154579631920056;0,183227405044602;0,982949016691393;0,991481037413614;0,130251113044087;0,0554700196225229;0,17046943731892;0;0,018490006540841;0,172463299700515;0,98484238836198;0,994171045834704;0,107814338675019;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00601936852249245;-0,0745100651738655;"S";"8";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_969";"GSM2877127SIGAB1counts";11324;3522;"GSM2877127SIGAB1counts";"GSE108097";108,949529599719;59,6741149913428;0,166736856885262;0,519704406945089;0;0,00917856188708667;0,190551896536874;0,981634213303451;0,990859659267619;0,134896759175516;0,0580503224160142;0,15449821850949;0;0,0167576846367152;0,165044053074351;0,986143823461065;0,996201716597418;0,0870754836240213;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0341730794497023;0,0479176225130732;"G2M";"4";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_7415";"GSM2877127SIGAB1counts";8936;3194;"GSM2877127SIGAB1counts";"GSE108097";96,4209520799292;56,9912273951;0,160669782351739;0,515855935757112;0;0;0,168830739014122;0,985645058610829;0,99347121193345;0,114083088402627;0,0607830673854831;0,166461285606928;0;0;0,158890860085529;0,987296153431827;0,993513445061133;0,113714706536836;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0141231736191155;-0,0867141776848949;"G1";"14";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_2418";"GSM2877127SIGAB1counts";13092;4011;"GSM2877127SIGAB1counts";"GSE108097";117,37120600897;63,8435587980495;0,172095103761484;0,540800477805286;0,00851997720738746;0,00851997720738746;0,185688598241359;0,982571704493644;0,989931895028352;0,141287838096421;0,0519492467649959;0,145255350266894;0,015663287241916;0,015663287241916;0,170866291290908;0,985169717324517;0,993353772515095;0,114030452348514;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00134423896798659;-0,0780270341151735;"G1";"22";"11";FALSE;"13_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_3771";"GSM2877127SIGAB1counts";9956;3357;"GSM2877127SIGAB1counts";"GSE108097";102,259473888731;58,38664230798;0,165667528903299;0,53660142758981;0,0138296581098384;0,0218666094442542;0,192127750684171;0,981126280765353;0,98971472634919;0,142720463584693;0,0593303789737588;0,160667425781474;0,0242215257886102;0,0171272051358111;0,180446303064987;0,983435707382244;0,994115865364513;0,106959361791299;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0316994720229399;-0,0685568507467884;"S";"22";"11";FALSE;"21_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_1190";"GSM2877127SIGAB1counts";8080;3076;"GSM2877127SIGAB1counts";"GSE108097";92,520268049763;55,8390544332549;0,174280899055809;0,519817545273177;0,0152854460128936;0,0152854460128936;0,190915159510294;0,981487522594835;0,987065887071659;0,159950342761536;0,059396148878556;0,167040419071529;0,0253266029793453;0,0179086127111145;0,16607764206646;0,985950048631475;0,99501644675536;0,0980895115550113;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,070382915268792;-0,0436032929834256;"S";"22";"11";FALSE;"21_GSM2877127SIGAB1counts"
"GSM2877129SIGAD1counts_2785";"GSM2877129SIGAD1counts";7427;2851;"GSM2877129SIGAD1counts";"GSE108097";88,017043804027;53,7866154354408;0,152005652337616;0,509747505815418;0;0,0160674967171346;0,177834600731982;0,98392921002059;0,990857914244905;0,134909576302932;0,0644045286563096;0,168357593517042;0;0,0185919859783757;0,168357593517042;0,985550637340634;0,994801558966107;0,101832501091761;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0868121176985003;-0,0295170799350525;"S";"4";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_6973";"GSM2877129SIGAD1counts";5590;2283;"GSM2877129SIGAD1counts";"GSE108097";76,7723908706769;48,1663783151692;0,163728196392247;0,545207705507317;0,0184208612801357;0,0130255159264806;0,193638215232353;0,980986532800771;0,987536858293377;0,157387907769454;0,0656532164298613;0,193649167310371;0,020761369963435;0,020761369963435;0,176166065854411;0,984141495293548;0,994164005064314;0,107879242834211;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0614126543134386;-0,052556783400549;"S";"22";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_5313";"GSM2877129SIGAD1counts";8394;3006;"GSM2877129SIGAD1counts";"GSE108097";93,8243038876388;55,1724568965349;0,164772070702004;0,519417354616424;0,0184605772257381;0,0150729981867674;0,191551655711023;0,981366785620966;0,990297127977884;0,138966176887597;0,0601137773613214;0,169058613260245;0,0256326007925508;0,0181249858398603;0,171948713436776;0,984939147783122;0,99555516772514;0,0941801890833137;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0964051535064309;-0,0680800874226852;"S";"22";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_6759";"GSM2877129SIGAD1counts";6720;2624;"GSM2877129SIGAD1counts";"GSE108097";83,6540495134575;51,6526862805798;0,146893136661217;0,544136559696867;0;0;0,180896753216796;0,983502091851167;0,990884432061681;0,134714669942807;0,0612219399972876;0,17637869847961;0;0;0,166541682272136;0,986034415254339;0,993607755512251;0,112887679513342;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,000194342045732349;-0,0644082505617155;"G1";"8";"11";FALSE;"21_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_1398";"GSM2877129SIGAD1counts";11659;3617;"GSM2877129SIGAD1counts";"GSE108097";110,936919012563;60,613529842767;0,173858276339923;0,560328172307009;0,0127479073239175;0,0127479073239175;0,193541615764112;0,9810092424775;0,988723287134875;0,14975400320929;0,0571506332682443;0,152995849599119;0,0164979667508892;0,0164979667508892;0,174598068644261;0,984501565015912;0,993857016471129;0,110671725436559;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0262572918264475;-0,0771537062860692;"G1";"13";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_439";"GSM2877129SIGAD1counts";7858;2979;"GSM2877129SIGAD1counts";"GSE108097";90,4986187739901;55;0,162775079467732;0,511766315719159;0;0;0,182908265137017;0,983129984561841;0,992954422900913;0,117980565854779;0,0574959574576069;0,168611245372649;0;0;0,174393873575008;0,984675975567346;0,994031776933574;0,107565086965448;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0625087270287078;-0,0626004012510147;"S";"4";"11";FALSE;"21_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_1739";"GSM2877129SIGAD1counts";4591;2011;"GSM2877129SIGAD1counts";"GSE108097";69,7710541700496;45,1995575199581;0,172587253009592;0,549519847183561;0;0;0,185217897838033;0,982697476500505;0,986348894322461;0,164668936563208;0,0699625800268523;0,202770821060909;0;0;0,168492204873933;0,985702986145786;0,994601187547637;0,10377127602969;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0554323700037946;-0,0825820684784593;"G1";"14";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_3500";"GSM2877129SIGAD1counts";19401;4857;"GSM2877129SIGAD1counts";"GSE108097";142,681463407129;70,3135833249878;0,166297853055408;0,545997952039204;0,0121392840121538;0,0121392840121538;0,191810931240004;0,981356818104666;0,99027593574836;0,139117112814021;0,0492664639082147;0,134170108902756;0,0201129496677282;0,0142220030997144;0,179895690740289;0,983582876569588;0,992386062521728;0,123166159770537;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0105980205212014;-0,0536114713364401;"G1";"22";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_619";"GSM2877129SIGAD1counts";6013;2474;"GSM2877129SIGAD1counts";"GSE108097";79,6115569499806;50,1996015920445;0,187575586952162;0,533657338207683;0;0,0177639229347271;0,192146204983648;0,981205523298942;0,991920659700373;0,125609903676208;0,066068747264341;0,183657721673113;0;0,0199204768222399;0,161834718742537;0,986616794106353;0,993031273984415;0,116155342072862;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0728895878735182;-0,0870044928432159;"G1";"14";"11";FALSE;"21_GSM2877129SIGAD1counts"
"GSM2877129SIGAD1counts_4522";"GSM2877129SIGAD1counts";6928;2675;"GSM2877129SIGAD1counts";"GSE108097";84,9352694703443;52,1440312979348;0,164410381350996;0,541076768919303;0,0166504865551392;0;0,193461171402914;0,981107932471964;0,993672802805435;0,111694859387213;0,0575329510459008;0,176809199975646;0,0271212932174868;0;0,180921591546188;0,983497522982338;0,993542963564583;0,111823956639046;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0324750251563931;-0,0783672681765931;"G1";"13";"11";FALSE;"13_GSM2877129SIGAD1counts"
"GSM2877130SIGAF1counts_6292";"GSM2877130SIGAF1counts";5527;2255;"GSM2877130SIGAF1counts";"GSE108097";76,2102355330306;47,7493455452533;0,173582412687721;0,526337990687326;0;0;0,185102904891979;0,982719143296065;0,990832635360163;0,135095109849447;0,0662266178532522;0,193082111430308;0;0;0,175219161012616;0,984529453908838;0,996705098126612;0,0811107105653813;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00852426692133477;-0,0586239587580307;"G1";"8";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_3301";"GSM2877130SIGAF1counts";15183;4070;"GSM2877130SIGAF1counts";"GSE108097";125,7616793781;64,2028036770981;0,16021924786032;0,517217468734954;0,00795154776037556;0;0,186310719955289;0,982490873051624;0,992797786875396;0,119537974148513;0,0539556127885026;0,146940329576632;0,0155756437838666;0;0,173443028775895;0,984843904265566;0,995136157934543;0,0972698642540133;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,030343847397159;0,0896281901576405;"G2M";"16";"11";FALSE;"13_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_129";"GSM2877130SIGAF1counts";8249;2907;"GSM2877130SIGAF1counts";"GSE108097";92,9462210097861;54,2954878419929;0,185103281738306;0,535249000065242;0;0;0,184790342745718;0,982777965375659;0,994544675219881;0,104311499806021;0,0552532101512818;0,170799063864813;0;0;0,17375258068425;0,98478933823715;0,994557782723072;0,104186452214125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00433979620558732;-0,071524652343157;"G1";"8";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_2548";"GSM2877130SIGAF1counts";6476;2495;"GSM2877130SIGAF1counts";"GSE108097";82,0975030070952;50,2891638427206;0,173974315100075;0,522491179486266;0;0,0243612768567048;0,185129676261373;0,982412098437957;0,995539011213857;0,093561259070264;0,0596549986271894;0,181160967552318;0;0,0198849995423965;0,174490162827838;0,984458109758619;0,9950450591958;0,0974162048286966;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0344130299280528;-0,0161884602380709;"G1";"20";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_7146";"GSM2877130SIGAF1counts";13757;3966;"GSM2877130SIGAF1counts";"GSE108097";119,849906132629;63,4192399828317;0,156542993187926;0,519730453027292;0;0,0186572359516519;0,187502900748006;0,982086844305394;0,991083893966027;0,132715779543331;0,0498630646003396;0,146227209566153;0;0,0157680855253187;0,174876528154733;0,984464101620477;0,994265006941231;0,105775533328929;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0457192465892815;-0,0472366651376406;"S";"8";"11";FALSE;"21_GSM2877130SIGAF1counts"
"GSM2877130SIGAF1counts_3933";"GSM2877130SIGAF1counts";6485;2495;"GSM2877130SIGAF1counts";"GSE108097";82,3225364040735;50,2891638427206;0,170496069007462;0,528932708054898;0;0,0121473419513167;0,201440877263306;0,979425349401835;0,992966262233611;0,118397643835555;0,0659510824385179;0,184405899539291;0;0,0198849995423965;0,178964995881568;0,983654470351408;0,995442362090128;0,0953651076464839;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0179597075138422;-0,0564972296516002;"G1";"8";"11";FALSE;"13_GSM2877130SIGAF1counts"
