"";"orig.ident";"nCount_RNA";"nFeature_RNA";"batches";"dataset";"nCount";"nUMI";"pMito";"pRibo";"pHb";"pChY";"pChX";"pnonXY";"pPCG";"pNCG";"pMito_UMIs";"pRibo_UMIs";"pHb_UMIs";"pChY_UMIs";"pChX_UMIs";"pnonXY_UMIs";"pPCG_UMIs";"pNCG_UMIs";"SEL_nCount";"SEL_nUMI";"SEL_pMito";"SEL_pRibo";"SEL_pHb";"SEL_pChY";"SEL_pChX";"SEL_pnonXY";"SEL_pPCG";"SEL_pNCG";"SEL_pMito_UMIs";"SEL_pRibo_UMIs";"SEL_pHb_UMIs";"SEL_pChY_UMIs";"SEL_pChX_UMIs";"SEL_pnonXY_UMIs";"SEL_pPCG_UMIs";"SEL_pNCG_UMIs";"S.Score";"G2M.Score";"Phase";"metadata_clusters";"clusters";"outlier";"subgroups"
"GSM2906403BoneMarrowcKit3_6139";"GSM2906403BoneMarrowcKit3";594;351;"GSM2906403BoneMarrowcKit3";"GSE107727";24,7991935352745;19,2093727122985;0,0901669634667432;0,373948389987153;0;0;0,205612311801185;0,978633525501642;0,983605446709578;0,120971675781827;0,0901669634667432;0,356891123051186;0;0;0,172656590094271;0,984982082018256;0,976693165377639;0,13773231175689;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,000351836496606583;0,0429117079098982;"G2M";"6";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_5462";"GSM2906403BoneMarrowcKit3";586;379;"GSM2906403BoneMarrowcKit3";"GSE107727";24,6779253585061;19,94993734326;0,121566134770966;0,447580615336454;0;0;0,162088179694622;0,986776277584379;0,98760794758248;0,0906100470365937;0,112083959915555;0,38827022657451;0;0;0,150376412135126;0,988628815417276;0,980974799772627;0,112083959915555;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,00938600101152035;-0,0449864340495075;"G1";"6";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_6380";"GSM2906403BoneMarrowcKit3";587;371;"GSM2906403BoneMarrowcKit3";"GSE107727";24,738633753706;19,7737199332852;0,106948157986625;0,374863809692258;0;0;0,166666666666667;0,986013297183269;0,981029204791374;0,106948157986625;0,113082818257975;0,335457850272524;0;0;0,1599232552518;0,987129450695129;0,976710906242682;0,113082818257975;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,00252336975253649;0,0232725476091491;"G2M";"6";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_6175";"GSM2906403BoneMarrowcKit3";629;400;"GSM2906403BoneMarrowcKit3";"GSE107727";25,3377189186399;20,3224014329016;0,0394668518981929;0,38467528888872;0,0394668518981929;0;0,172032019043909;0,985091358414881;0,989823609950884;0,0683585927024663;0,0492067831305123;0,34794450031961;0,0492067831305123;0;0,147620349391537;0,989044100354236;0,984135662610246;0,0852286484590704;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0233282995661103;0,000328397332428843;"G2M";"1";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_7570";"GSM2906403BoneMarrowcKit3";562;331;"GSM2906403BoneMarrowcKit3";"GSE107727";23,9582971014219;18,5202591774521;0,0417391935564841;0,404676495737139;0,0590281336100955;0;0,166956774225936;0,985964216155977;0,990371767031855;0,0417391935564841;0,0539949247156039;0,385600890361045;0,0539949247156039;0;0,170746944190628;0,985314914659046;0,983834350464812;0,0539949247156039;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0128173458568167;-0,0068984416246438;"S";"1";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"GSM2906403BoneMarrowcKit3_6557";"GSM2906403BoneMarrowcKit3";510;355;"GSM2906403BoneMarrowcKit3";"GSE107727";23,0651251893416;19,3649167310371;0,086710996952412;0,418105285873293;0;0;0,18394180184549;0,982937136104764;0,981980506061966;0,106198848810718;0,0894427190999916;0,372379734500505;0;0;0,186189867250253;0,982513782770162;0,975704873412037;0,115470053837925;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0778083903226801;0,00969425713623345;"S";"6";"4";FALSE;"4_GSM2906403BoneMarrowcKit3"
"Marrow10XP72_1020";"Marrow10XP72";6757;1911;"Marrow10XP72";"GSE107727";85,9592926913664;46,1735855224608;0;0,4327880012816;0;0;0,19708252378162;0,980386902615425;0,956277915470847;0,183203179725621;0;0,196116135138184;0;0;0,166353677345074;0,986066150942101;0,946753116400804;0,0944024358130109;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,059997647928732;-0,0692335962473914;"G1";"17";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_447";"Marrow10XP72";9175;1979;"Marrow10XP72";"GSE107727";99,1413132856328;47,3392015141785;0;0,622352976360571;0,0142646240553487;0;0,229788881595242;0,973240499514487;0,966158477519593;0,137563052626641;0;0,188940067088379;0,0298740476632147;0;0,176737249419699;0,984258068124188;0,939727570726906;0,10976425998969;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0508785554227034;-0,0599803768701467;"G1";"5";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_997";"Marrow10XP72";19765;3333;"Marrow10XP72";"GSE107727";146,413797164065;61,2045749923974;0;0,410934194668453;0,0167299106383969;0;0,22142127847806;0,975178249058674;0,960210399732984;0,121795587885373;0;0,150634890585191;0,02829936827082;0;0,175212478741919;0,984530643145815;0,943265108901017;0,0894904600796921;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0228605719912101;0,0147532898444019;"G2M";"16";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_83";"Marrow10XP72";14241;2695;"Marrow10XP72";"GSE107727";124,12090879461;55,0181788139157;0;0,33490908006837;0,0113938382832281;0;0,201738516856437;0,97943941661369;0,961446884463626;0,121385827090992;0;0,165589515602796;0,0257044779173134;0;0,166584056170059;0,986027257346332;0,943567935704539;0,0926788131399052;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0356271967013881;0,0733719850837277;"G2M";"7";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_111";"Marrow10XP72";6206;1401;"Marrow10XP72";"GSE107727";81,9634064689847;39,8873413503583;0;0,623781933026462;0;0;0,225628030917735;0,974213524677309;0,961138304991442;0,168173204920493;0;0,224238357513864;0;0;0,156565912567204;0,98766751238562;0,938391311059132;0,109280257745269;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0559783247607993;-0,0684142083532546;"G1";"17";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_1716";"Marrow10XP72";4352;1438;"Marrow10XP72";"GSE107727";69,065186599328;40,0124980474851;0;0,309865731387757;0;0;0,194257172471453;0,980950636343846;0,955180073465905;0,177921849378802;0;0,214990957496174;0;0;0,158064495569136;0,987428789959294;0,947728142509725;0,0967943401486987;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0582958292817643;0,217273260158535;"G2M";"16";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_355";"Marrow10XP72";7298;1714;"Marrow10XP72";"GSE107727";88,9213135305591;43,9203825119955;0;0,458468646071772;0;0;0,229922922733644;0,973208841719812;0,960718292890888;0,128222962508004;0;0,203647404654463;0;0;0,16099740957252;0,986954828809778;0,942625740512657;0,0788723006725099;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0575451509740841;-0,0703457817632756;"G1";"17";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_956";"Marrow10XP72";6839;1947;"Marrow10XP72";"GSE107727";87,5671171159585;46,9680742632695;0;0,450612520013024;0,0114198118304589;0;0,203003015516558;0,979178112342787;0,944398415522008;0,219664466470894;0;0,191619523286231;0,0212910581429146;0;0,160743963930728;0,986996138827218;0,939464170885273;0,0952165066409148;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0676523269848247;-0,0764160150163025;"G1";"5";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_1205";"Marrow10XP72";8232;1907;"Marrow10XP72";"GSE107727";94,2867965305853;46,1302503786832;0;0,475851022616884;0,0106059388673324;0;0,228704966615902;0,973495782345881;0,962280755272859;0,139499345846364;0;0,192676049758074;0,021677749238103;0;0,172061800402921;0,985086157065515;0,946650208124074;0,0993399267798783;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0532676784643078;-0,0686902949468407;"G1";"5";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP72_1007";"Marrow10XP72";8333;1735;"Marrow10XP72";"GSE107727";94,4563391202517;44,1474801092882;0;0,412073993916962;0,010586901941297;0;0,20003362192173;0,979789033466324;0,966428172080615;0,138036313198696;0;0,205116693313425;0,0226513494660278;0;0,158559446262195;0,987349432572393;0,943504161419931;0,0987349432572393;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0500829345259306;-0,0507716134012741;"G1";"5";"4";FALSE;"4_Marrow10XP72"
"Marrow10XP73_1350";"Marrow10XP73";7513;1842;"Marrow10XP73";"GSE107727";90,3825204339866;45,4092501589709;0;0,497391900227131;0;0;0,208756761523308;0,977967593797617;0,959008036081908;0,130912033758133;0;0,203032299036356;0;0;0,170581250853017;0,985343613597521;0,945149442404325;0,118591802072967;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0262097794833541;-0,0125460328114337;"S";"19";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_605";"Marrow10XP73";3417;1025;"Marrow10XP73";"GSE107727";77,6015463763448;33,9558536926993;0;0,235153659211838;0,104689130358778;0;0,159395237008106;0,987214849168675;0,753272501803143;0,0892791903485498;0;0,255044509150609;0,058900006405376;0;0,163970678317156;0,986465213097863;0,942860146498033;0,102017803660244;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0518207117396598;0,00072806459845208;"G2M";"18";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_1238";"Marrow10XP73";10430;2042;"Marrow10XP73";"GSE107727";105,896175568337;47,9165942028438;0;0,322869469185822;0,00944321166116789;0;0,186249246655639;0,982502528302196;0,964410385034062;0,140065464069755;0;0,185493033575998;0,0208695967782421;0;0,15893811387396;0,987288547466336;0,943065651107945;0,086047551880742;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0569236065639198;-0,0515654002017313;"G1";"5";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_270";"Marrow10XP73";7769;1863;"Marrow10XP73";"GSE107727";91,3783344124853;45,6836951220017;0;0,409907248162079;0;0;0,2005979086583;0,979673659461107;0,964582376822554;0,129485393252939;0;0,199424183066064;0;0;0,156323353648849;0,987705932504193;0,944811569960483;0,08755859151318;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0567071967413495;-0,0721941168185439;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_490";"Marrow10XP73";4718;1262;"Marrow10XP73";"GSE107727";71,9027120489902;37,6696164036747;0;0,605263821819765;0;0;0,242488708385341;0,970154228102733;0,955286623924532;0,193211682752444;0;0,237439951980149;0;0;0,163644193689417;0,986519425998161;0,943058165391823;0,10618637464038;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0472005425608998;-0,0861295419054224;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_1807";"Marrow10XP73";5492;1527;"Marrow10XP73";"GSE107727";76,9025357189215;41,1582312545134;0;0,51899984459329;0;0;0,240124530875201;0,97074209225312;0,963661712345353;0,115577390709221;0;0,221351435702069;0;0;0,16298571945469;0,986628428160185;0,949429705166806;0,0768322049753197;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0665144551146353;-0,0794401710393905;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_566";"Marrow10XP73";8634;2012;"Marrow10XP73";"GSE107727";96,6281532473844;47,6864760702655;0;0,461080309646681;0;0;0,226734151113456;0,973956685237521;0,961617465715706;0,134137732754057;0;0,19333666936739;0;0;0,162435292576479;0,986719198012076;0,94062985316671;0,104851530497505;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,062337559806232;-0,0697772368767892;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_1119";"Marrow10XP73";6545;2001;"Marrow10XP73";"GSE107727";85,9651092013498;47,5394572960189;0;0,44736486003853;0;0;0,212594005315474;0,977140618797481;0,94109313688225;0,230314252574839;0;0,193934575228417;0;0;0,168281264764669;0,98573902019206;0,940956019210513;0,0892446175963094;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0735907141674818;-0,092353129282664;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_1461";"Marrow10XP73";10906;2738;"Marrow10XP73";"GSE107727";108,917399895517;55,4075807087803;0;0,461353081819874;0,00918126948457533;0;0,215906292797737;0,976414088760674;0,958816461140289;0,157158018691632;0;0,165413311187206;0,0180480718921108;0;0,169305921674366;0,985563546853268;0,944381637646788;0,0971918415900287;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0590988820010967;-0,0687562866209333;"G1";"5";"4";FALSE;"4_Marrow10XP73"
"Marrow10XP73_1265";"Marrow10XP73";8596;1959;"Marrow10XP73";"GSE107727";96,0780932366999;47,2440472440709;0;0,477417673680452;0;0;0,232734424900687;0,972540326909968;0,964992255451828;0,115432520908659;0;0,191672510429848;0;0;0,171958984857199;0,985104109993904;0,936850133181936;0,107929354300456;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0532013578166027;-0,0727730682002917;"G1";"17";"4";FALSE;"4_Marrow10XP73"
"mmMarrow_4409";"mmMarrow";774183;1520;"mmMarrow";"GSE107727";1073,99534449643;41,3763217311544;0;0,192718023209841;0;0;0,124273441436137;0,992248009196098;0,819256654079428;0,083871633765176;0;0,213449637300117;0;0;0,167443671655784;0,985881644429203;0,942877877346152;0,0764272300644679;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0295105313946404;-0,0796431931855323;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_1466";"mmMarrow";300;257;"mmMarrow";"GSE107727";334,566884195074;17,2046505340853;0;0,0123237111034983;0;0;0,00845399607181994;0,99996426433669;0,0518561531116202;0,00668347072926685;0;0,21747941810042;0;0;0,153781171307311;0,988104929322464;0,933606781049507;0,100673408282104;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0449305607848993;-0,0555436659071643;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_1701";"mmMarrow";528660;1252;"mmMarrow";"GSE107727";827,441236584206;37,4833296279826;0;0,2749645802869;0;0;0,10949177925583;0,993987701269685;0,87872610716143;0,136597670695218;0;0,235618365656999;0;0;0,153256466369239;0,988186447749621;0,945865699615006;0,119309997254379;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0571597221565955;-0,0721270318880266;"G1";"14";"4";FALSE;"4_mmMarrow"
"mmMarrow_3";"mmMarrow";607638;4327;"mmMarrow";"GSE107727";889,179959288332;69,8498389404013;0;0,209489642448119;0;0,0106097545648771;0,147408291936082;0,989018821143743;0,876729605035408;0,0786197219765697;0;0,131212205052209;0;0,0202464827954687;0,16197186236375;0,986587652333451;0,942168722697323;0,0981484668311199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0548232824659739;-0,0738161447415346;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_67";"mmMarrow";151698;1237;"mmMarrow";"GSE107727";508,774016632139;37,3496987939662;0;0,171889368516107;0;0;0,115129186372702;0,993350527480184;0,76553996302964;0,131527668296139;0;0,222401361487285;0;0;0,151456489132551;0,988463925441714;0,942428799968864;0,103695169473043;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0170782682089965;-0,0588620734884524;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_4040";"mmMarrow";269;212;"mmMarrow";"GSE107727";263,837070935833;15,556349186104;0;0,00928409997160296;0;0;0,00758043588380501;0,999971268083144;0,0622796359392242;0,00847518496763335;0;0,157459164324443;0;0;0,111340442853781;0,993782323139793;0,938171247297741;0,0642824346533225;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0305006891381054;-0,0406398432443841;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_2307";"mmMarrow";337;289;"mmMarrow";"GSE107727";260,03076741032;18,3575597506858;0;0,0171984877002755;0;0;0,0138658640720563;0,99990386428573;0,0707023114762403;0,00941999966841602;0;0,217893884281137;0;0;0,188701639116732;0,982034465482072;0,927649785548986;0,0770371215771345;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0458115563089606;-0,0336221061725935;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_2796";"mmMarrow";512260;1484;"mmMarrow";"GSE107727";887,21925136913;40,9267638593622;0;0,187223618160264;0;0;0,162641085521574;0,986685298005582;0,806705677707034;0,0730803126845285;0;0,204428581113599;0;0;0,162076083110427;0,986778264496935;0,941893931981982;0,100743504660813;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0632976042503242;-0,0728433790926021;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_3428";"mmMarrow";367317;2350;"mmMarrow";"GSE107727";784,544453807431;51,516987489565;0;0,138312968174635;0;0,00127462503258669;0,134562014371994;0,990904354425379;0,772517414322862;0,128275669421755;0;0,173617914126109;0;0,0194110729048851;0,158886479407019;0,987106021109346;0,941787170545644;0,106318824953829;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,063960707581681;-0,0549479588731041;"G1";"21";"4";FALSE;"4_mmMarrow"
"mmMarrow_3484";"mmMarrow";173996;1912;"mmMarrow";"GSE107727";499,752938960843;46,2168800331654;0;0,191499953434405;0;0,00959640484213038;0,167115506346215;0,98589062098833;0,83483926184266;0,0776528016114482;0;0,192314894708111;0;0,0305995030681052;0,164783367038165;0,985855015892068;0,946855628131525;0,0892121151981464;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,049086833253336;-0,0773527893768216;"G1";"21";"4";FALSE;"4_mmMarrow"
"GSM2877127SIGAB1counts_4709";"GSM2877127SIGAB1counts";5254;2195;"GSM2877127SIGAB1counts";"GSE108097";74,1215218408257;47,1805044483418;0,164129456040064;0,555771911113166;0;0;0,190796617129649;0,981629589454129;0,991591881476581;0,129404561703729;0,0702965097371265;0,193097417792965;0;0;0,170881126485749;0,985291652563322;0,995497500767401;0,0947877943928333;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0412068079966497;-0,0841964976464458;"G1";"8";"35";FALSE;"28_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_3464";"GSM2877127SIGAB1counts";7189;2702;"GSM2877127SIGAB1counts";"GSE108097";86,9079973305104;52,3545604508337;0,164746876042095;0,540189393603028;0,0115064209361195;0,0199297056746332;0,185535462694828;0,982435442619177;0,989418395867639;0,145090447372347;0,0633493006491775;0,174014135553672;0,0191005328167945;0,0191005328167945;0,172962680999707;0,984743154648718;0,994879264077409;0,101070519484133;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0665152454170819;-0,0392709781498899;"S";"22";"35";FALSE;"28_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_8068";"GSM2877127SIGAB1counts";8118;2899;"GSM2877127SIGAB1counts";"GSE108097";92,1954445729289;54,1848687365763;0,172865129338385;0,514610075116845;0;0,0153392997769474;0,19189457890145;0,981295662107292;0,992442026755512;0,122234105185861;0,0612094274229844;0,170149797762072;0;0,0184553367631391;0,178931128577009;0,983688493259486;0,995562360763472;0,0922766838156953;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0494097407218178;-0,0444682769385814;"S";"4";"35";FALSE;"28_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_5291";"GSM2877127SIGAB1counts";18632;4675;"GSM2877127SIGAB1counts";"GSE108097";139,488350768084;68,9710084020815;0,165975679532357;0,533986511332293;0,0124171717425251;0,0101385782725641;0,191830903248745;0,98137562318889;0,992545582743333;0,121873976618051;0,0502254743753059;0,136011227572015;0,0205044640514552;0,0144988455753798;0,175789160313571;0,98432106276013;0,992615153717034;0,121306045238107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0,0548291399068719;-0,0470536983738423;"S";"22";"35";FALSE;"28_GSM2877127SIGAB1counts"
"GSM2877127SIGAB1counts_2347";"GSM2877127SIGAB1counts";5838;2307;"GSM2877127SIGAB1counts";"GSE108097";78,7845162452623;48,4148737476408;0,19081536696339;0,559925885219589;0;0;0,167430182819281;0,985883935299233;0,988413625506141;0,151784402735614;0,0715503593625823;0,191544824506489;0;0;0,154566441968932;0,987982396106866;0,994652939969395;0,103274048096503;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-0,0490946104867354;-0,0856468555953033;"G1";"14";"35";FALSE;"28_GSM2877127SIGAB1counts"
