"";"V1"
"2424";"Robo3"
"2425";"Rogdi"
"2426";"Rom1"
"2427";"Rora"
"2428";"Rp9"
"2429";"Rpa1"
"2430";"Rpa3"
"2431";"Rpf2"
"2432";"Rpgrip1"
"2433";"Rpia"
"2434";"Rpl10"
"2435";"Rpl10a"
"2436";"Rpl11"
"2437";"Rpl12"
"2438";"Rpl13"
"2439";"Rpl13a"
"2440";"Rpl14"
"2441";"Rpl15"
"2442";"Rpl17"
"2443";"Rpl18"
"2444";"Rpl22"
"2445";"Rpl22l1"
"2446";"Rpl23a"
"2447";"Rpl26"
"2448";"Rpl27"
"2449";"Rpl27a"
"2450";"Rpl29"
"2451";"Rpl3"
"2452";"Rpl32"
"2453";"Rpl36"
"2454";"Rpl36a"
"2455";"Rpl36al"
"2456";"Rpl38"
"2457";"Rpl39"
"2458";"Rpl39l"
"2459";"Rpl41"
"2460";"Rpl5"
"2461";"Rpl6"
"2462";"Rpl7a"
"2463";"Rpl8"
"2464";"Rpl9"
"2465";"Rplp0"
"2466";"Rplp1"
"2467";"Rplp2"
"2468";"Rpn1"
"2469";"Rpp30"
"2470";"Rpp38"
"2471";"Rps10"
"2472";"Rps12"
"2473";"Rps16"
"2474";"Rps17"
"2475";"Rps18"
"2476";"Rps19"
"2477";"Rps2"
"2478";"Rps21"
"2479";"Rps23"
"2480";"Rps25"
"2481";"Rps26"
"2482";"Rps27a"
"2483";"Rps27l"
"2484";"Rps28"
"2485";"Rps29"
"2486";"Rps3"
"2487";"Rps3a1"
"2488";"Rps4x"
"2489";"Rps5"
"2490";"Rps6"
"2491";"Rps6ka3"
"2492";"Rps7"
"2493";"Rps8"
"2494";"Rpsa"
"2495";"Rras2"
"2496";"Rrp15"
"2497";"Rrp1b"
"2498";"Rrp9"
"2499";"Rrs1"
"2500";"Rsad2"
"2501";"Rsl1d1"
"2502";"Rsph1"
"2503";"Rsph9"
"2504";"Rtcb"
"2505";"Rtp4"
"2506";"Runx2"
"2507";"Ruvbl1"
"2508";"Ruvbl2"
"2509";"Rwdd2b"
"2510";"Ryk"
"2511";"Ryr1"
"2512";"S100a1"
"2513";"S100a10"
"2514";"S100a11"
"2515";"S100a4"
"2516";"S100a6"
"2517";"S100a8"
"2518";"S100a9"
"2519";"S1pr1"
"2520";"S1pr3"
"2521";"Sae1"
"2522";"Sag"
"2523";"Samd1"
"2524";"Samd14"
"2525";"Samd3"
"2526";"Samd9l"
"2527";"Samm50"
"2528";"Sap18"
"2529";"Sapcd1"
"2530";"Sapcd2"
"2531";"Sash1"
"2532";"Sat1"
"2533";"Satb1"
"2534";"Sav1"
"2535";"Sbk1"
"2536";"Scarb2"
"2537";"Scd1"
"2538";"Scd2"
"2539";"Scimp"
"2540";"Scin"
"2541";"Scly"
"2542";"Scnn1a"
"2543";"Scoc"
"2544";"Scpep1"
"2545";"Scrg1"
"2546";"Scrn1"
"2547";"Scrn3"
"2548";"Sdc1"
"2549";"Sdc3"
"2550";"Sdc4"
"2551";"Sdf2l1"
"2552";"Sdhb"
"2553";"Sdhd"
"2554";"Sdsl"
"2555";"Sec14l2"
"2556";"Sec24a"
"2557";"Sec24d"
"2558";"Sec61a2"
"2559";"Sec61b"
"2560";"Seh1l"
"2561";"Selenbp1"
"2562";"Selenoh"
"2563";"Selenom"
"2564";"Selenop"
"2565";"Selenos"
"2566";"Sell"
"2567";"Selp"
"2568";"Selplg"
"2569";"Sema3d"
"2570";"Sema4a"
"2571";"Sema4f"
"2572";"Serbp1"
"2573";"Serf1"
"2574";"Serpina3f"
"2575";"Serpina3g"
"2576";"Serpinb1a"
"2577";"Serpinb6b"
"2578";"Serpinb8"
"2579";"Serpinb9"
"2580";"Serpine2"
"2581";"Serpinf1"
"2582";"Sesn1"
"2583";"Set"
"2584";"Sf3b4"
"2585";"Sfxn1"
"2586";"Sfxn2"
"2587";"Sgk1"
"2588";"Sgms2"
"2589";"Sgpp1"
"2590";"Sh2d1a"
"2591";"Sh2d2a"
"2592";"Sh2d5"
"2593";"Sh3bgr"
"2594";"Sh3glb1"
"2595";"Sh3tc2"
"2596";"Shcbp1"
"2597";"Shisa5"
"2598";"Shisa8"
"2599";"Shmt1"
"2600";"Shmt2"
"2601";"Shq1"
"2602";"Siglece"
"2603";"Siglecf"
"2604";"Siglecg"
"2605";"Siglech"
"2606";"Sil1"
"2607";"Sipa1l1"
"2608";"Sipa1l3"
"2609";"Sirpa"
"2610";"Sirpb1b"
"2611";"Sirpb1c"
"2612";"Sit1"
"2613";"Siva1"
"2614";"Ska1"
"2615";"Ska2"
"2616";"Ska3"
"2617";"Skap1"
"2618";"Skint3"
"2619";"Skp2"
"2620";"Sla"
"2621";"Sla2"
"2622";"Slamf1"
"2623";"Slamf6"
"2624";"Slamf7"
"2625";"Slamf9"
"2626";"Slc11a1"
"2627";"Slc11a2"
"2628";"Slc12a7"
"2629";"Slc14a1"
"2630";"Slc15a3"
"2631";"Slc16a1"
"2632";"Slc16a10"
"2633";"Slc16a11"
"2634";"Slc16a3"
"2635";"Slc16a6"
"2636";"Slc18a2"
"2637";"Slc19a1"
"2638";"Slc1a3"
"2639";"Slc1a5"
"2640";"Slc20a1"
"2641";"Slc22a4"
"2642";"Slc24a5"
"2643";"Slc25a1"
"2644";"Slc25a13"
"2645";"Slc25a19"
"2646";"Slc25a21"
"2647";"Slc25a3"
"2648";"Slc25a37"
"2649";"Slc25a38"
"2650";"Slc25a4"
"2651";"Slc25a44"
"2652";"Slc25a5"
"2653";"Slc26a2"
"2654";"Slc28a2"
"2655";"Slc29a1"
"2656";"Slc29a3"
"2657";"Slc2a3"
"2658";"Slc2a6"
"2659";"Slc2a8"
"2660";"Slc31a2"
"2661";"Slc35b1"
"2662";"Slc35d3"
"2663";"Slc37a2"
"2664";"Slc38a1"
"2665";"Slc38a10"
"2666";"Slc38a5"
"2667";"Slc39a10"
"2668";"Slc39a4"
"2669";"Slc39a8"
"2670";"Slc40a1"
"2671";"Slc41a3"
"2672";"Slc43a1"
"2673";"Slc43a3"
"2674";"Slc45a3"
"2675";"Slc46a1"
"2676";"Slc46a3"
"2677";"Slc4a1"
"2678";"Slc4a8"
"2679";"Slc6a13"
"2680";"Slc7a11"
"2681";"Slc7a4"
"2682";"Slc7a5"
"2683";"Slc7a8"
"2684";"Slc9a9"
"2685";"Slco2b1"
"2686";"Slco3a1"
"2687";"Slfn1"
"2688";"Slfn2"
"2689";"Slfn4"
"2690";"Slfn5"
"2691";"Slfn8"
"2692";"Slfn9"
"2693";"Slirp"
"2694";"Slk"
"2695";"Slpi"
"2696";"Smap2"
"2697";"Smarca4"
"2698";"Smarca5"
"2699";"Smarcc1"
"2700";"Smc2"
"2701";"Smchd1"
"2702";"Smim1"
"2703";"Smim13"
"2704";"Smim5"
"2705";"Smim6"
"2706";"Smn1"
"2707";"Smox"
"2708";"Smpdl3a"
"2709";"Smpdl3b"
"2710";"Smtnl2"
"2711";"Smyd2"
"2712";"Smyd3"
"2713";"Smyd5"
"2714";"Snca"
"2715";"Snd1"
"2716";"Snhg11"
"2717";"Snhg4"
"2718";"Snn"
"2719";"Snrnp200"
"2720";"Snrnp25"
"2721";"Snrpa"
"2722";"Snrpa1"
"2723";"Snrpd1"
"2724";"Snrpd2"
"2725";"Snrpe"
"2726";"Snrpf"
"2727";"Snrpg"
"2728";"Snu13"
"2729";"Snx14"
"2730";"Snx32"
"2731";"Soat1"
"2732";"Socs1"
"2733";"Socs2"
"2734";"Socs3"
"2735";"Sod1"
"2736";"Sod2"
"2737";"Sorbs2"
"2738";"Sord"
"2739";"Sox4"
"2740";"Spag5"
"2741";"Spata24"
"2742";"Spc24"
"2743";"Spc25"
"2744";"Spcs2"
"2745";"Spcs3"
"2746";"Spdl1"
"2747";"Specc1"
"2748";"Sphk1"
"2749";"Spi1"
"2750";"Spib"
"2751";"Spic"
"2752";"Spint2"
"2753";"Spire1"
"2754";"Spns2"
"2755";"Spns3"
"2756";"Spp1"
"2757";"Sppl2b"
"2758";"Spryd4"
"2759";"Spta1"
"2760";"Sptb"
"2761";"Sptbn1"
"2762";"Sqle"
"2763";"Src"
"2764";"Srgn"
"2765";"Srm"
"2766";"Srp19"
"2767";"Srpk1"
"2768";"Srprb"
"2769";"Srrt"
"2770";"Srsf3"
"2771";"Srsf7"
"2772";"Srsf9"
"2773";"Ssb"
"2774";"Ssbp1"
"2775";"Ssbp3"
"2776";"Ssna1"
"2777";"Ssr1"
"2778";"Ssr2"
"2779";"Ssr4"
"2780";"Ssrp1"
"2781";"Ssx2ip"
"2782";"St13"
"2783";"St3gal1"
"2784";"St3gal5"
"2785";"St3gal6"
"2786";"St6gal1"
"2787";"St8sia4"
"2788";"St8sia6"
"2789";"Stab2"
"2790";"Stambpl1"
"2791";"Stard10"
"2792";"Stat1"
"2793";"Steap3"
"2794";"Steap4"
"2795";"Stfa1"
"2796";"Stfa2"
"2797";"Stfa2l1"
"2798";"Stfa3"
"2799";"Stil"
"2800";"Stip1"
"2801";"Stk39"
"2802";"Stmn1"
"2803";"Stom"
"2804";"Stoml1"
"2805";"Stoml2"
"2806";"Strap"
"2807";"Stt3b"
"2808";"Stx11"
"2809";"Stx2"
"2810";"Stx3"
"2811";"Stxbp6"
"2812";"Suclg1"
"2813";"Suclg2"
"2814";"Sugp2"
"2815";"Sulf2"
"2816";"Sult1a1"
"2817";"Sumo2"
"2818";"Sun2"
"2819";"Suox"
"2820";"Supt16"
"2821";"Supv3l1"
"2822";"Surf2"
"2823";"Suv39h1"
"2824";"Suv39h2"
"2825";"Suz12"
"2826";"Svbp"
"2827";"Svip"
"2828";"Syce2"
"2829";"Syne2"
"2830";"Syngr1"
"2831";"Sytl3"
"2832";"Sytl4"
"2833";"Tac2"
"2834";"Tacstd2"
"2835";"Taf10"
"2836";"Taf12"
"2837";"Taf1d"
"2838";"Taf5"
"2839";"Tagap1"
"2840";"Tal1"
"2841";"Tamm41"
"2842";"Tango2"
"2843";"Tapbpl"
"2844";"Tars2"
"2845";"Tarsl2"
"2846";"Tbc1d10c"
"2847";"Tbc1d24"
"2848";"Tbc1d4"
"2849";"Tbl3"
"2850";"Tbrg4"
"2851";"Tbxa2r"
"2852";"Tbxas1"
"2853";"Tceal8"
"2854";"Tcerg1"
"2855";"Tcf15"
"2856";"Tcf19"
"2857";"Tcf3"
"2858";"Tcf4"
"2859";"Tcf7"
"2860";"Tcp1"
"2861";"Tcta"
"2862";"Tdg"
"2863";"Tdp1"
"2864";"Tecpr1"
"2865";"Tep1"
"2866";"Terf1"
"2867";"Terf2"
"2868";"Terf2ip"
"2869";"Tesc"
"2870";"Tespa1"
"2871";"Tex2"
"2872";"Tex264"
"2873";"Tex30"
"2874";"Tfec"
"2875";"Tfg"
"2876";"Tfpi"
"2877";"Tfr2"
"2878";"Tfrc"
"2879";"Tgfb1i1"
"2880";"Tgfbi"
"2881";"Tgfbr2"
"2882";"Tgfbr3"
"2883";"Tgm2"
"2884";"Tgtp1"
"2885";"Tgtp2"
"2886";"Thap12"
"2887";"Thbs1"
"2888";"Them6"
"2889";"Thop1"
"2890";"Thumpd3"
"2891";"Thy1"
"2892";"Thyn1"
"2893";"Tifa"
"2894";"Tifab"
"2895";"Timeless"
"2896";"Timm10"
"2897";"Timm10b"
"2898";"Timm13"
"2899";"Timm17a"
"2900";"Timm44"
"2901";"Timm50"
"2902";"Timm8a1"
"2903";"Timm8b"
"2904";"Timm9"
"2905";"Timp2"
"2906";"Tinagl1"
"2907";"Tk1"
"2908";"Tlcd1"
"2909";"Tlcd2"
"2910";"Tlk1"
"2911";"Tlr7"
"2912";"Tm6sf1"
"2913";"Tm7sf3"
"2914";"Tma16"
"2915";"Tmed3"
"2916";"Tmed9"
"2917";"Tmem106a"
"2918";"Tmem107"
"2919";"Tmem108"
"2920";"Tmem109"
"2921";"Tmem119"
"2922";"Tmem120b"
"2923";"Tmem121"
"2924";"Tmem141"
"2925";"Tmem147"
"2926";"Tmem14c"
"2927";"Tmem158"
"2928";"Tmem163"
"2929";"Tmem176a"
"2930";"Tmem176b"
"2931";"Tmem178"
"2932";"Tmem208"
"2933";"Tmem216"
"2934";"Tmem221"
"2935";"Tmem229b"
"2936";"Tmem238"
"2937";"Tmem245"
"2938";"Tmem26"
"2939";"Tmem33"
"2940";"Tmem38b"
"2941";"Tmem40"
"2942";"Tmem41a"
"2943";"Tmem45a2"
"2944";"Tmem53"
"2945";"Tmem9"
"2946";"Tmem97"
"2947";"Tmprss3"
"2948";"Tmsb10"
"2949";"Tmsb4x"
"2950";"Tnf"
"2951";"Tnfaip2"
"2952";"Tnfaip8l2"
"2953";"Tnfrsf13c"
"2954";"Tnfrsf18"
"2955";"Tnfrsf4"
"2956";"Tnfrsf9"
"2957";"Tnfsf14"
"2958";"Tnip3"
"2959";"Tnni1"
"2960";"Tnni2"
"2961";"Tnnt1"
"2962";"Tom1l1"
"2963";"Tomm20"
"2964";"Tomm22"
"2965";"Tomm40"
"2966";"Tomm5"
"2967";"Tomm6"
"2968";"Tomm70a"
"2969";"Tox"
"2970";"Tpcn1"
"2971";"Tpd52"
"2972";"Tpi1"
"2973";"Tpm1"
"2974";"Tpm2"
"2975";"Tpm4"
"2976";"Tppp3"
"2977";"Tpr"
"2978";"Traf1"
"2979";"Traf4"
"2980";"Traip"
"2981";"Trak2"
"2982";"Trap1"
"2983";"Trappc11"
"2984";"Trbc1"
"2985";"Trbc2"
"2986";"Trdc"
"2987";"Trem1"
"2988";"Trem2"
"2989";"Trem3"
"2990";"Treml4"
"2991";"Trf"
"2992";"Triap1"
"2993";"Trib1"
"2994";"Trib2"
"2995";"Trib3"
"2996";"Trim10"
"2997";"Trim12c"
"2998";"Trim2"
"2999";"Trim26"
"3000";"Trim28"
"3001";"Trim30a"
"3002";"Trim37"
"3003";"Trim45"
"3004";"Trim47"
"3005";"Trim5"
"3006";"Trim59"
"3007";"Trip13"
"3008";"Trip6"
"3009";"Trmt10a"
"3010";"Trmt10c"
"3011";"Trmt6"
"3012";"Trmt61a"
"3013";"Trmu"
"3014";"Troap"
"3015";"Trp53"
"3016";"Trp53i11"
"3017";"Trp53inp1"
"3018";"Trpm2"
"3019";"Trpv2"
"3020";"Tsc22d1"
"3021";"Tsfm"
"3022";"Tshz1"
"3023";"Tslp"
"3024";"Tspan13"
"3025";"Tspan15"
"3026";"Tspan2"
"3027";"Tspan3"
"3028";"Tspan33"
"3029";"Tspan4"
"3030";"Tspan8"
"3031";"Tspo2"
"3032";"Tsr1"
"3033";"Tsr3"
"3034";"Tssc4"
"3035";"Tst"
"3036";"Tstd3"
"3037";"Ttll11"
"3038";"Ttll12"
"3039";"Tuba1a"
"3040";"Tuba1b"
"3041";"Tuba1c"
"3042";"Tuba4a"
"3043";"Tuba8"
"3044";"Tubb2a"
"3045";"Tubb2b"
"3046";"Tubb3"
"3047";"Tubb5"
"3048";"Tubb6"
"3049";"Tubg1"
"3050";"Tubgcp3"
"3051";"Tufm"
"3052";"Tusc3"
"3053";"Txk"
"3054";"Txn2"
"3055";"Txndc5"
"3056";"Txnip"
"3057";"Txnl1"
"3058";"Txnl4a"
"3059";"Txnrd2"
"3060";"Txnrd3"
"3061";"Tyrobp"
"3062";"U2af1"
"3063";"U2surp"
"3064";"Uap1"
"3065";"Uba2"
"3066";"Uba7"
"3067";"Ubac1"
"3068";"Ubash3b"
"3069";"Ubc"
"3070";"Ubd"
"3071";"Ube2l6"
"3072";"Ube2m"
"3073";"Ube2s"
"3074";"Ube2t"
"3075";"Ube2v2"
"3076";"Ubl4a"
"3077";"Ublcp1"
"3078";"Ubox5"
"3079";"Ubxn2a"
"3080";"Uchl1"
"3081";"Uchl3"
"3082";"Uchl5"
"3083";"Uck2"
"3084";"Ufsp1"
"3085";"Ugcg"
"3086";"Umps"
"3087";"Unc119"
"3088";"Unc93b1"
"3089";"Upb1"
"3090";"Upp1"
"3091";"Uqcc2"
"3092";"Uqcr10"
"3093";"Uqcr11"
"3094";"Uqcrc1"
"3095";"Uqcrc2"
"3096";"Uqcrfs1"
"3097";"Uqcrq"
"3098";"Urgcp"
"3099";"Urod"
"3100";"Uros"
"3101";"Usp15"
"3102";"Usp16"
"3103";"Usp18"
"3104";"Usp24"
"3105";"Usp37"
"3106";"Usp39"
"3107";"Usp40"
"3108";"Usp45"
"3109";"Usp46"
"3110";"Usp50"
"3111";"Utp14a"
"3112";"Utp18"
"3113";"Utp20"
"3114";"Utp4"
"3115";"Vamp5"
"3116";"Vat1"
"3117";"Vav3"
"3118";"Vcam1"
"3119";"Vcl"
"3120";"Vdac1"
"3121";"Vdac2"
"3122";"Vegfb"
"3123";"Vgll4"
"3124";"Vill"
"3125";"Vim"
"3126";"Vkorc1"
"3127";"Vkorc1l1"
"3128";"Vldlr"
"3129";"Vpreb1"
"3130";"Vpreb2"
"3131";"Vpreb3"
"3132";"Vps13c"
"3133";"Vps13d"
"3134";"Vps18"
"3135";"Vsig4"
"3136";"Vwf"
"3137";"Wapl"
"3138";"Wdhd1"
"3139";"Wdr12"
"3140";"Wdr18"
"3141";"Wdr36"
"3142";"Wdr4"
"3143";"Wdr43"
"3144";"Wdr46"
"3145";"Wdr55"
"3146";"Wdr6"
"3147";"Wdr74"
"3148";"Wdr75"
"3149";"Wdr77"
"3150";"Wdr89"
"3151";"Wdr92"
"3152";"Wdsub1"
"3153";"Wfdc17"
"3154";"Wfdc18"
"3155";"Wfdc21"
"3156";"Whamm"
"3157";"Wnt10a"
"3158";"Wrn"
"3159";"Xaf1"
"3160";"Xbp1"
"3161";"Xcl1"
"3162";"Xk"
"3163";"Xkr8"
"3164";"Xlr4a"
"3165";"Xlr4b"
"3166";"Xlr4c"
"3167";"Xpc"
"3168";"Xpnpep1"
"3169";"Xpo1"
"3170";"Xpo7"
"3171";"Xpot"
"3172";"Xpr1"
"3173";"Xrcc5"
"3174";"Xrcc6"
"3175";"Yars"
"3176";"Yars2"
"3177";"Ybx1"
"3178";"Ybx3"
"3179";"Ydjc"
"3180";"Yif1b"
"3181";"Ypel1"
"3182";"Zap70"
"3183";"Zbp1"
"3184";"Zbtb20"
"3185";"Zbtb32"
"3186";"Zbtb46"
"3187";"Zc3h13"
"3188";"Zc3h6"
"3189";"Zcwpw1"
"3190";"Zeb2"
"3191";"Zfhx3"
"3192";"Zfp101"
"3193";"Zfp287"
"3194";"Zfp318"
"3195";"Zfp326"
"3196";"Zfp36"
"3197";"Zfp367"
"3198";"Zfp36l1"
"3199";"Zfp422"
"3200";"Zfp428"
"3201";"Zfp467"
"3202";"Zfp593"
"3203";"Zfp606"
"3204";"Zfp608"
"3205";"Zfp637"
"3206";"Zfp639"
"3207";"Zfp672"
"3208";"Zfp706"
"3209";"Zfp747"
"3210";"Zfp771"
"3211";"Zfp800"
"3212";"Zfp821"
"3213";"Zfp827"
"3214";"Zfp87"
"3215";"Zfp956"
"3216";"Zfp961"
"3217";"Zfp991"
"3218";"Zfp992"
"3219";"Zfpm1"
"3220";"Zg16"
"3221";"Zmiz1"
"3222";"Zmpste24"
"3223";"Zmynd19"
"3224";"Znfx1"
"3225";"Znhit3"
"3226";"Zscan26"
"3227";"Zwilch"
"3228";"Zwint"
"3229";"1300017J02Rik"
"3230";"6030468B19Rik"
"3231";"9130230L23Rik"
"3232";"AA986860"
"3233";"Abcg3"
"3234";"Abcg4"
"3235";"Adam33"
"3236";"Adcy6"
"3237";"Aldh1a7"
"3238";"Alox12e"
"3239";"Amigo2"
"3240";"Amotl1"
"3241";"Apol9b"
"3242";"Arg1"
"3243";"Arhgap22"
"3244";"Arhgap6"
"3245";"Arhgdig"
"3246";"Asb17"
"3247";"Atp6v0d2"
"3248";"Atp9a"
"3249";"Bex2"
"3250";"Bgn"
"3251";"Bicd1"
"3252";"Bpifc"
"3253";"C4b"
"3254";"Cachd1"
"3255";"Cacna2d1"
"3256";"Cald1"
"3257";"Car7"
"3258";"Ccl17"
"3259";"Ccl24"
"3260";"Ccl8"
"3261";"Ccr6"
"3262";"Cda"
"3263";"Cep290"
"3264";"Cib3"
"3265";"Clca3a1"
"3266";"Clec1a"
"3267";"Clgn"
"3268";"Cma1"
"3269";"Cmklr1"
"3270";"Cmya5"
"3271";"Cnmd"
"3272";"Cpne9"
"3273";"Crlf1"
"3274";"Crtam"
"3275";"Cryab"
"3276";"Csgalnact1"
"3277";"Ctnnal1"
"3278";"Cxcl12"
"3279";"Cxcl9"
"3280";"Cysltr1"
"3281";"Dse"
"3282";"Dusp8"
"3283";"Dyrk4"
"3284";"Ear6"
"3285";"Ephx2"
"3286";"Epx"
"3287";"Esam"
"3288";"Fgf15"
"3289";"Fmr1nb"
"3290";"Folr1"
"3291";"Fosl1"
"3292";"Fxyd6"
"3293";"Garnl3"
"3294";"Gja1"
"3295";"Gjb2"
"3296";"Gls2"
"3297";"Gm42517"
"3298";"Gm45902"
"3299";"Gml2"
"3300";"Gpx8"
"3301";"Grb10"
"3302";"Gsta4"
"3303";"Hbq1b"
"3304";"Hmga2"
"3305";"Hnf4a"
"3306";"Homer2"
"3307";"Hormad2"
"3308";"Hoxa10"
"3309";"Hspb1"
"3310";"Igsf3"
"3311";"Iqcd"
"3312";"Kcnc1"
"3313";"Kcng1"
"3314";"Kdr"
"3315";"Khdc1a"
"3316";"Klhdc8b"
"3317";"Lmcd1"
"3318";"Lpar1"
"3319";"Mboat2"
"3320";"Mc1r"
"3321";"Mecom"
"3322";"Mip"
"3323";"Mn1"
"3324";"Morn5"
"3325";"Mst1r"
"3326";"Myh10"
"3327";"Myo10"
"3328";"Myof"
"3329";"Nags"
"3330";"Ndnf"
"3331";"Ninl"
"3332";"Nkx2-3"
"3333";"Nol3"
"3334";"Npr1"
"3335";"Nrap"
"3336";"Nrip3"
"3337";"P2ry1"
"3338";"P3h3"
"3339";"Pard3b"
"3340";"Pbld2"
"3341";"Pcdh7"
"3342";"Pcgf2"
"3343";"Pde10a"
"3344";"Pdgfrb"
"3345";"Pdia2"
"3346";"Pdzph1"
"3347";"Phyhip"
"3348";"Pls1"
"3349";"Plxna1"
"3350";"Procr"
"3351";"Ptcra"
"3352";"Ptgds"
"3353";"Ptpn14"
"3354";"Reps2"
"3355";"Runx1t1"
"3356";"S100a3"
"3357";"Saa3"
"3358";"Sbspon"
"3359";"Scamp5"
"3360";"Scarf1"
"3361";"Scn1b"
"3362";"Serpinb2"
"3363";"Sfrp4"
"3364";"Sh2d4a"
"3365";"Slamf8"
"3366";"Slc22a3"
"3367";"Slc26a1"
"3368";"Slc39a1"
"3369";"Slc5a2"
"3370";"Sowaha"
"3371";"Sox6"
"3372";"Spin4"
"3373";"Spon2"
"3374";"Spry2"
"3375";"Sstr2"
"3376";"Stab1"
"3377";"Stxbp4"
"3378";"Tceal3"
"3379";"Tek"
"3380";"Themis"
"3381";"Timp3"
"3382";"Tjp1"
"3383";"Tlr3"
"3384";"Tm4sf1"
"3385";"Tmem215"
"3386";"Tmem267"
"3387";"Tmem81"
"3388";"Tmod1"
"3389";"Tnfrsf17"
"3390";"Tnfsf11"
"3391";"Tnni3"
"3392";"Tox2"
"3393";"Trap1a"
"3394";"Treml1"
"3395";"Trpc6"
"3396";"Try10"
"3397";"Uaca"
"3398";"Upk3bl"
"3399";"Utf1"
"3400";"Vcan"
"3401";"Wfdc2"
"3402";"Xlr"
"3403";"Xlr3a"
"3404";"Xlr3b"
"3405";"Zbtb16"
"3406";"Zfp503"
"3407";"Zfp599"
"3408";"Zfp979"
"3409";"2610528J11Rik"
"3410";"4930548H24Rik"
"3411";"Adamts13"
"3412";"Alpk2"
"3413";"Cfb"
"3414";"Chst2"
"3415";"Cited1"
"3416";"Clmn"
"3417";"Cp"
"3418";"Ctsk"
"3419";"Ddah1"
"3420";"Ddx4"
"3421";"Ecscr"
"3422";"Fhdc1"
"3423";"Fkbp6"
"3424";"Fscn1"
"3425";"Gas6"
"3426";"Gm14137"
"3427";"Hoxb2"
"3428";"Lhfp"
"3429";"Lmo7"
"3430";"Loxl2"
"3431";"Myl9"
"3432";"Npdc1"
"3433";"Phactr3"
"3434";"Phlda2"
"3435";"Plek2"
"3436";"Ppef2"
"3437";"Ppp1r14a"
"3438";"Ptpn13"
"3439";"Rbfox1"
"3440";"Rbpms2"
"3441";"Rep15"
"3442";"Slc9b1"
"3443";"Tspan7"
"3444";"Xcr1"
"3445";"Adamts1"
"3446";"C2cd4a"
"3447";"Chl1"
"3448";"Col28a1"
"3449";"Creb5"
"3450";"Cxcl5"
"3451";"Dcaf12l1"
"3452";"F830016B08Rik"
"3453";"Fam181b"
"3454";"Gm4841"
"3455";"Htra3"
"3456";"Il1a"
"3457";"Islr"
"3458";"Itga3"
"3459";"Kcnj5"
"3460";"Lrrc3"
"3461";"Lrrc31"
"3462";"Lzts1"
"3463";"Mgarp"
"3464";"Mid1"
"3465";"Nebl"
"3466";"Npy"
"3467";"Nxf7"
"3468";"Ptn"
"3469";"Rxrg"
"3470";"Smtnl1"
"3471";"Spats2"
"3472";"Syce1"
"3473";"Synm"
"3474";"Tc2n"
"3475";"Usp26"
"3476";"Bace2"
"3477";"Chga"
"3478";"Clca3a2"
"3479";"Fjx1"
"3480";"Gm8251"
"3481";"Lepr"
"3482";"Map7d2"
"3483";"Matn4"
"3484";"Mgat4c"
"3485";"Mpp3"
"3486";"Pitx2"
"3487";"Rbp4"
"3488";"Rcvrn"
"3489";"Scd3"
"3490";"Slc28a3"
"3491";"Tex11"
"3492";"Apba2"
"3493";"Nrk"
"3494";"Pde3a"
"3495";"Lrrc52"
"3496";"Slc17a8"
"3497";"Aard"
"3498";"Hoxc6"
"3499";"Ppp2r2b"
"3500";"Nxph1"
"3501";"Apoc2"
"3502";"Arhgap42"
"3503";"Kcne1l"
"3504";"Atp5md"
"3505";"Atp5pb"
"3506";"Bbln"
"3507";"C1qtnf12"
"3508";"Cavin2"
"3509";"Cavin3"
"3510";"Cd244a"
"3511";"Cfap298"
"3512";"Ciao2b"
"3513";"Cip2a"
"3514";"Ddx39a"
"3515";"Dipk1b"
"3516";"Dipk2a"
"3517";"Dync2i1"
"3518";"Dynlt5"
"3519";"Fam241a"
"3520";"Fyb2"
"3521";"Get3"
"3522";"Gm49342"
"3523";"Gucy1a1"
"3524";"Gucy1b1"
"3525";"H1f1"
"3526";"H1f10"
"3527";"H1f2"
"3528";"H1f3"
"3529";"H1f4"
"3530";"H1f5"
"3531";"H2ac10"
"3532";"H2ac15"
"3533";"H2ac18"
"3534";"H2ac20"
"3535";"H2ac22"
"3536";"H2ac24"
"3537";"H2ac4"
"3538";"H2ac8"
"3539";"H2aw"
"3540";"H2ax"
"3541";"H2az1"
"3542";"H2bc11"
"3543";"H2bc3"
"3544";"H2bc4"
"3545";"H2bu2"
"3546";"H3c11"
"3547";"H3c3"
"3548";"H4c14"
"3549";"H4c3"
"3550";"H4c4"
"3551";"H4c9"
"3552";"H4f16"
"3553";"Haspin"
"3554";"Hdgfl3"
"3555";"Ilrun"
"3556";"Irag1"
"3557";"Jpt1"
"3558";"Macir"
"3559";"Macroh2a1"
"3560";"Marchf5"
"3561";"Marchf8"
"3562";"Mars1"
"3563";"Mcrip2"
"3564";"Micos10"
"3565";"Mtres1"
"3566";"Niban1"
"3567";"Pgap4"
"3568";"Pgap6"
"3569";"Pimreg"
"3570";"Prxl2a"
"3571";"Rbis"
"3572";"Retreg2"
"3573";"Rps23rg1"
"3574";"Septin3"
"3575";"Septin4"
"3576";"Septin8"
"3577";"Sgo1"
"3578";"Sgo2a"
"3579";"Slc66a2"
"3580";"Smim40"
"3581";"Sqor"
"3582";"Sting1"
"3583";"Tent5a"
"3584";"Tlcd4"
"3585";"Znrd2"
